TRAINING MODELS: problem = sslp_15_45

  [960] MSE:   tr: 70285.378, val: 69431.592
       MAE:   tr: 240.642, val: 242.417
       MAPE:  tr: 0.505, val: 0.505
  [970] MSE:   tr: 5395.645, val: 5879.053
       MAE:   tr: 41.517, val: 41.922
       MAPE:  tr: 0.103, val: 0.103
  [980] MSE:   tr: 48059.530, val: 49123.329
       MAE:   tr: 182.850, val: 187.735
       MAPE:  tr: 0.386, val: 0.386
  [990] MSE:   tr: 6304.243, val: 7579.862
       MAE:   tr: 44.696, val: 44.543
       MAPE:  tr: 0.105, val: 0.105
  [1000] MSE:   tr: 5277.352, val: 5569.635
       MAE:   tr: 43.891, val: 43.341
       MAPE:  tr: 0.105, val: 0.105
  [1010] MSE:   tr: 5594.466, val: 6133.618
       MAE:   tr: 42.049, val: 42.324
       MAPE:  tr: 0.103, val: 0.103
  [1020] MSE:   tr: 23245.449, val: 20978.749
       MAE:   tr: 110.460, val: 103.707
       MAPE:  tr: 0.275, val: 0.275
  [1030] MSE:   tr: 5734.595, val: 5465.023
       MAE:   tr: 44.192, val: 43.103
       MAPE:  tr: 0.104, val: 0.104
  [1040] MSE:   tr: 5744.045, val: 5786.264
       MAE:   tr: 44.433, val: 44.409
       MAPE:  tr: 0.108, val: 0.108
  [1050] MSE:   tr: 5629.345, val: 5660.353
       MAE:   tr: 41.834, val: 41.398
       MAPE:  tr: 0.099, val: 0.099
  [1060] MSE:   tr: 5931.681, val: 4859.516
       MAE:   tr: 40.642, val: 38.764
       MAPE:  tr: 0.093, val: 0.093
  [1070] MSE:   tr: 5252.476, val: 4841.177
       MAE:   tr: 37.712, val: 36.831
       MAPE:  tr: 0.090, val: 0.090
  [1080] MSE:   tr: 5443.610, val: 5397.342
       MAE:   tr: 39.190, val: 38.450
       MAPE:  tr: 0.096, val: 0.096
  [1090] MSE:   tr: 5426.773, val: 5334.839
       MAE:   tr: 38.254, val: 37.050
       MAPE:  tr: 0.088, val: 0.088
  [1100] MSE:   tr: 13641.971, val: 11805.982
       MAE:   tr: 68.936, val: 66.399
       MAPE:  tr: 0.153, val: 0.153
  [1110] MSE:   tr: 5941.967, val: 4975.825
       MAE:   tr: 43.663, val: 41.806
       MAPE:  tr: 0.108, val: 0.108
  [1120] MSE:   tr: 5634.472, val: 4974.578
       MAE:   tr: 40.938, val: 39.418
       MAPE:  tr: 0.097, val: 0.097
  [1130] MSE:   tr: 5980.136, val: 5298.255
       MAE:   tr: 41.461, val: 39.837
       MAPE:  tr: 0.101, val: 0.101
  [1140] MSE:   tr: 5691.291, val: 5351.609
       MAE:   tr: 42.405, val: 41.119
       MAPE:  tr: 0.103, val: 0.103
  [1150] MSE:   tr: 5399.597, val: 4972.866
       MAE:   tr: 39.616, val: 38.082
       MAPE:  tr: 0.096, val: 0.096
  [1160] MSE:   tr: 5099.262, val: 4655.372
       MAE:   tr: 37.650, val: 36.381
       MAPE:  tr: 0.089, val: 0.089
  [1170] MSE:   tr: 8604.964, val: 9294.849
       MAE:   tr: 71.189, val: 72.598
       MAPE:  tr: 0.168, val: 0.168
  [1180] MSE:   tr: 5462.891, val: 5390.610
       MAE:   tr: 39.316, val: 39.441
       MAPE:  tr: 0.096, val: 0.096
  [1190] MSE:   tr: 5130.198, val: 4533.269
       MAE:   tr: 37.239, val: 35.847
       MAPE:  tr: 0.088, val: 0.088
  [1200] MSE:   tr: 5033.532, val: 5187.530
       MAE:   tr: 38.020, val: 37.870
       MAPE:  tr: 0.092, val: 0.092
  [1210] MSE:   tr: 5249.258, val: 4611.735
       MAE:   tr: 36.680, val: 34.871
       MAPE:  tr: 0.086, val: 0.086
    New Best Model
  [1220] MSE:   tr: 6032.440, val: 4812.928
       MAE:   tr: 41.585, val: 39.758
       MAPE:  tr: 0.101, val: 0.101
  [1230] MSE:   tr: 5422.118, val: 4799.610
       MAE:   tr: 40.085, val: 38.358
       MAPE:  tr: 0.098, val: 0.098
  [1240] MSE:   tr: 5728.851, val: 5131.076
       MAE:   tr: 38.959, val: 37.979
       MAPE:  tr: 0.096, val: 0.096
  [1250] MSE:   tr: 5329.604, val: 4509.925
       MAE:   tr: 37.793, val: 35.493
       MAPE:  tr: 0.094, val: 0.094
  [1260] MSE:   tr: 5249.085, val: 5114.523
       MAE:   tr: 38.430, val: 37.881
       MAPE:  tr: 0.096, val: 0.096
  [1270] MSE:   tr: 5137.575, val: 4673.226
       MAE:   tr: 36.394, val: 35.104
       MAPE:  tr: 0.087, val: 0.087
  [1280] MSE:   tr: 7274.012, val: 7091.960
       MAE:   tr: 56.229, val: 54.607
       MAPE:  tr: 0.134, val: 0.134
  [1290] MSE:   tr: 7733.010, val: 7572.257
       MAE:   tr: 55.042, val: 54.386
       MAPE:  tr: 0.140, val: 0.140
  [1300] MSE:   tr: 6658.092, val: 6070.308
       MAE:   tr: 50.475, val: 48.184
       MAPE:  tr: 0.117, val: 0.117
